date,county,own,utility,zip
2012.05,Los Angeles County,5,PHEV,90604
2012.05,Los Angeles County,5,PHEV,90266
2012.05,Los Angeles County,5,PHEV,91103
2012.05,Los Angeles County,5,PHEV,90732
2012.05,Los Angeles County,5,PHEV,90019
2012.05,El Dorado County,5,PHEV,95762
2012.05,Santa Clara County,5,PHEV,95121
2012.05,Santa Clara County,5,PHEV,95120
2012.05,Los Angeles County,1,PHEV,90745
2012.05,Los Angeles County,1,PHEV,90017
2012.05,Sonoma County,5,ZEV,95409
2012.05,Los Angeles County,1,ZEV,90038
2012.05,Orange County,5,PHEV,92887
2012.05,Orange County,5,PHEV,92835
2012.05,Los Angeles County,5,PHEV,91754
2012.05,Los Angeles County,5,PHEV,91108
2012.05,Los Angeles County,5,PHEV,90807
2012.05,Los Angeles County,5,PHEV,90603
2012.05,Los Angeles County,5,PHEV,90275
2012.05,Los Angeles County,5,PHEV,90266
2012.05,Los Angeles County,5,PHEV,90094
2012.05,Los Angeles County,5,PHEV,90039
2012.05,Santa Clara County,5,PHEV,95135
2012.05,San Mateo County,5,PHEV,94402
2012.05,San Bernardino County,5,ZEV,92336
2012.05,San Joaquin County,5,ZEV,95376
2012.05,San Diego County,5,ZEV,92130
2012.05,San Diego County,5,ZEV,92130
2012.05,Santa Clara County,5,ZEV,94024
2012.05,Alameda County,5,ZEV,94539
2012.05,Orange County,5,PHEV,92660
2012.05,Orange County,5,PHEV,92656
2012.05,Orange County,5,PHEV,92620
2012.05,Los Angeles County,5,PHEV,91355
2012.05,Orange County,5,PHEV,92629
2012.05,Los Angeles County,5,PHEV,91326
2012.05,Santa Clara County,5,PHEV,95070
2012.05,Santa Clara County,5,PHEV,94043
2012.05,Santa Clara County,5,PHEV,94043
2012.05,San Francisco County,5,PHEV,94131
2012.05,Santa Clara County,5,PHEV,94306
2012.05,San Diego County,1,PHEV,92008
2012.05,Ventura County,5,ZEV,93063
2012.05,Riverside County,5,PHEV,92880
2012.05,Riverside County,5,PHEV,92860
2012.05,Orange County,5,PHEV,92886
2012.05,Orange County,5,PHEV,92831
2012.05,Orange County,5,PHEV,92679
2012.05,Orange County,5,PHEV,92646
2012.05,Orange County,5,PHEV,92603
2012.05,Los Angeles County,5,PHEV,91006
2012.05,Los Angeles County,5,PHEV,90803
2012.05,Los Angeles County,5,PHEV,90275
2012.05,Los Angeles County,5,PHEV,90274
2012.05,Los Angeles County,5,PHEV,90254
2012.05,Los Angeles County,5,PHEV,90240
2012.05,San Diego County,5,PHEV,92040
2012.05,Santa Clara County,5,PHEV,95138
2012.05,Santa Clara County,5,PHEV,95120
2012.05,San Francisco County,5,PHEV,94110
2012.05,Contra Costa County,5,PHEV,94598
2012.05,Yolo County,5,ZEV,95695
2012.05,Riverside County,5,ZEV,92879
2012.05,Riverside County,5,ZEV,92591
2012.05,Shasta County,5,ZEV,96003
2012.05,San Joaquin County,5,ZEV,95207
2012.05,San Diego County,5,ZEV,92106
2012.05,Sacramento County,5,ZEV,95742
2012.05,Santa Clara County,5,ZEV,95037
2012.05,Alameda County,5,ZEV,94501
2012.05,Santa Clara County,5,ZEV,95033
2012.05,Imperial County,1,ZEV,92283
2012.05,Riverside County,5,PHEV,92503
2012.05,Orange County,5,PHEV,92886
2012.05,Orange County,5,PHEV,92656
2012.05,Orange County,5,PHEV,92648
2012.05,Orange County,5,PHEV,92610
2012.05,Orange County,5,PHEV,90623
2012.05,Los Angeles County,5,PHEV,91104
2012.05,Los Angeles County,5,PHEV,90806
2012.05,Los Angeles County,5,PHEV,90638
2012.05,Los Angeles County,5,PHEV,90275
2012.05,Los Angeles County,5,PHEV,90274
2012.05,Los Angeles County,5,PHEV,90703
2012.05,Orange County,5,PHEV,92804
2012.05,San Diego County,5,PHEV,92124
2012.05,Santa Clara County,5,PHEV,95070
2012.05,Alameda County,5,PHEV,94536
2012.05,Santa Clara County,5,PHEV,94304
2012.05,Alameda County,5,PHEV,94502
2012.05,Riverside County,1,PHEV,92562
2012.05,Los Angeles County,5,ZEV,91436
2012.05,Los Angeles County,5,ZEV,91423
2012.05,Los Angeles County,5,ZEV,91401
2012.05,Sonoma County,5,ZEV,94954
2012.05,Alameda County,5,ZEV,94550
2012.05,Ventura County,5,PHEV,91362
2012.05,San Bernardino County,5,PHEV,91709
2012.05,Riverside County,5,PHEV,92882
2012.05,Riverside County,5,PHEV,92880
2012.05,Orange County,5,PHEV,92870
2012.05,Orange County,5,PHEV,92870
2012.05,Orange County,5,PHEV,92821
2012.05,Orange County,5,PHEV,92649
2012.05,Orange County,5,PHEV,92648
2012.05,Orange County,5,PHEV,92630
2012.05,Orange County,5,PHEV,92626
2012.05,Orange County,5,PHEV,92602
2012.05,Orange County,5,PHEV,90630
2012.05,Orange County,5,PHEV,90630
2012.05,Los Angeles County,5,PHEV,91741
2012.05,Los Angeles County,5,PHEV,91390
2012.05,Los Angeles County,5,PHEV,90808
2012.05,Los Angeles County,5,PHEV,90803
2012.05,Los Angeles County,5,PHEV,90802
2012.05,Los Angeles County,5,PHEV,90755
2012.05,Los Angeles County,5,PHEV,90274
2012.05,Los Angeles County,5,PHEV,90254
2012.05,Orange County,5,PHEV,92694
2012.05,Los Angeles County,5,PHEV,90014
2012.05,Santa Barbara County,5,PHEV,93108
2012.05,San Diego County,5,PHEV,92024
2012.05,Santa Clara County,5,PHEV,95129
2012.05,Santa Clara County,5,PHEV,95120
2012.05,Marin County,5,PHEV,94901
2012.05,Contra Costa County,5,PHEV,94595
2012.05,Alameda County,5,PHEV,94707
2012.05,Alameda County,5,PHEV,94611
2012.05,Los Angeles County,1,PHEV,90266
2012.05,Orange County,1,PHEV,92801
2012.05,Los Angeles County,5,ZEM,91602
2012.05,Los Angeles County,5,ZEV,91108
2012.05,Los Angeles County,5,ZEV,90066
2012.05,San Diego County,5,ZEV,92021
2012.05,Santa Clara County,5,ZEV,95014
2012.05,Tuolumne County,5,ZEV,95370
2012.05,Los Angeles County,5,ZEV,90094
2012.05,Solano County,5,ZEV,94534
2012.05,San Bernardino County,5,PHEV,92337
2012.05,San Bernardino County,5,PHEV,91709
2012.05,Orange County,5,PHEV,92865
2012.05,Orange County,5,PHEV,92656
2012.05,Orange County,5,PHEV,92647
2012.05,Los Angeles County,5,PHEV,91011
2012.05,Orange County,5,PHEV,92677
2012.05,Los Angeles County,5,PHEV,90272
2012.05,Los Angeles County,5,PHEV,90210
2012.05,Los Angeles County,5,PHEV,90046
2012.05,Orange County,5,PHEV,92807
2012.05,San Francisco County,5,PHEV,94114
2012.05,Contra Costa County,5,PHEV,94553
2012.05,Alameda County,5,PHEV,94609
2012.05,Orange County,5,ZEV,92648
2012.05,Orange County,5,ZEV,92627
2012.05,Orange County,5,ZEV,90680
2012.05,San Diego County,5,ZEV,91913
2012.05,Sacramento County,5,ZEV,95823
2012.05,Santa Clara County,5,ZEV,95119
2012.05,San Francisco County,5,ZEV,94127
2012.05,Santa Clara County,5,ZEV,94303
2012.05,San Diego County,1,ZEV,92071
2012.05,San Bernardino County,5,PHEV,91764
2012.05,San Bernardino County,5,PHEV,91737
2012.05,San Bernardino County,5,PHEV,91710
2012.05,San Bernardino County,5,PHEV,91709
2012.05,Orange County,5,PHEV,92691
2012.05,Orange County,5,PHEV,92679
2012.05,Orange County,5,PHEV,92656
2012.05,Orange County,5,PHEV,92646
2012.05,Orange County,5,PHEV,90740
2012.05,Orange County,5,PHEV,90720
2012.05,Los Angeles County,5,PHEV,91790
2012.05,Los Angeles County,5,PHEV,91381
2012.05,Los Angeles County,5,PHEV,90807
2012.05,Los Angeles County,5,PHEV,90405
2012.05,Los Angeles County,5,PHEV,90049
2012.05,Santa Cruz County,5,PHEV,95066
2012.05,Monterey County,5,PHEV,93907
2012.05,Santa Clara County,5,PHEV,95030
2012.05,Santa Clara County,5,PHEV,94024
2012.05,San Mateo County,5,PHEV,94402
2012.05,Marin County,5,PHEV,94920
2012.05,Los Angeles County,1,PHEV,90803
2012.05,San Luis Obispo County,5,ZEM,93402
2012.05,San Bernardino County,5,ZEV,91739
2012.05,Los Angeles County,5,ZEV,91306
2012.05,Orange County,5,PHEV,92651
2012.05,Orange County,5,PHEV,92610
2012.05,Los Angeles County,5,PHEV,91750
2012.05,Los Angeles County,5,PHEV,91381
2012.05,Los Angeles County,5,PHEV,91301
2012.05,Los Angeles County,5,PHEV,90603
2012.05,Los Angeles County,5,PHEV,91105
2012.05,San Diego County,5,PHEV,92130
2012.05,El Dorado County,5,PHEV,95762
2012.05,Sonoma County,5,PHEV,95492
2012.05,Santa Clara County,5,PHEV,95125
2012.05,Santa Clara County,5,PHEV,95123
2012.05,Santa Clara County,5,PHEV,95120
2012.05,San Mateo County,5,PHEV,94070
2012.05,San Mateo County,5,PHEV,94010
2012.05,Napa County,5,PHEV,94503
2012.05,Alameda County,5,PHEV,94550
2012.05,Alameda County,5,PHEV,94545
2012.05,Alameda County,5,PHEV,94541
2012.05,Santa Barbara County,5,ZEV,93109
2012.05,San Francisco County,5,ZEV,94110
2012.05,Alameda County,5,ZEV,94545
2012.05,Riverside County,5,PHEV,92591
2012.05,Orange County,5,PHEV,92886
2012.05,Orange County,5,PHEV,92651
2012.05,Los Angeles County,5,PHEV,91791
2012.05,Los Angeles County,5,PHEV,91362
2012.05,Los Angeles County,5,PHEV,90292
2012.05,Orange County,5,PHEV,92677
2012.05,Los Angeles County,5,PHEV,91344
2012.05,Los Angeles County,5,PHEV,91342
2012.05,Los Angeles County,5,PHEV,91304
2012.05,Los Angeles County,5,PHEV,91042
2012.05,Santa Clara County,5,PHEV,95129
2012.05,Santa Clara County,5,PHEV,95127
2012.05,Santa Clara County,5,PHEV,95125
2012.05,Santa Clara County,5,PHEV,95120
2012.05,Santa Clara County,5,PHEV,95037
2012.05,Santa Clara County,5,PHEV,95008
2012.05,Santa Clara County,5,PHEV,94041
2012.05,Santa Clara County,5,PHEV,94024
2012.05,San Mateo County,5,PHEV,94065
2012.05,San Francisco County,5,PHEV,94110
2012.05,Santa Clara County,5,PHEV,94306
2012.05,Los Angeles County,5,ZEV,91321
2012.05,Los Angeles County,5,ZEV,90712
2012.05,Los Angeles County,5,ZEV,90230
2012.05,San Diego County,5,ZEV,91915
2012.05,Marin County,5,ZEV,94901
2012.05,Ventura County,5,PHEV,91362
2012.05,San Bernardino County,5,PHEV,91730
2012.05,Orange County,5,PHEV,92708
2012.05,Orange County,5,PHEV,92692
2012.05,Orange County,5,PHEV,92620
2012.05,Los Angeles County,5,PHEV,91011
2012.05,Orange County,5,PHEV,92677
2012.05,Orange County,5,PHEV,92675
2012.05,San Diego County,5,PHEV,92064
2012.05,San Diego County,5,PHEV,92056
2012.05,El Dorado County,5,PHEV,95762
2012.05,Santa Clara County,5,PHEV,95112
2012.05,San Francisco County,5,PHEV,94133
2012.05,San Francisco County,5,PHEV,94123
2012.05,San Francisco County,5,PHEV,94110
2012.05,Alameda County,5,PHEV,94588
2012.05,San Francisco County,5,ZEM,94127
2012.05,Riverside County,5,ZEV,92582
2012.05,Riverside County,5,ZEV,92557
2012.05,Los Angeles County,5,ZEV,90405
2012.05,Riverside County,5,ZEV,92253
2012.05,Riverside County,5,ZEV,92203
2012.05,San Diego County,5,ZEV,92129
2012.05,San Diego County,5,ZEV,92024
2012.05,Contra Costa County,5,ZEV,94595
2012.05,Alameda County,5,ZEV,94566
2012.05,San Diego County,5,ZEV,92009
2012.05,San Bernardino County,5,PHEV,91784
2012.05,San Bernardino County,5,PHEV,91784
2012.05,San Bernardino County,5,PHEV,91761
2012.05,Riverside County,5,PHEV,92882
2012.05,Riverside County,5,PHEV,92880
2012.05,Orange County,5,PHEV,92780
2012.05,Orange County,5,PHEV,92708
2012.05,Orange County,5,PHEV,92705
2012.05,Orange County,5,PHEV,92679
2012.05,Orange County,5,PHEV,92625
2012.05,Orange County,5,PHEV,92604
2012.05,Orange County,5,PHEV,92603
2012.05,Los Angeles County,5,PHEV,90638
2012.05,Los Angeles County,5,PHEV,90275
2012.05,Los Angeles County,5,PHEV,90266
2012.05,Orange County,5,PHEV,92692
2012.05,Los Angeles County,5,PHEV,91602
2012.05,Los Angeles County,5,PHEV,90066
2012.05,Orange County,5,PHEV,92808
2012.05,Orange County,5,PHEV,92806
2012.05,San Diego County,5,PHEV,92084
2012.05,Sacramento County,5,PHEV,95820
2012.05,Kern County,5,PHEV,93560
2012.05,Santa Clara County,5,PHEV,95037
2012.05,Santa Clara County,5,PHEV,95014
2012.05,Los Angeles County,5,ZEM,90503
2012.05,San Diego County,5,ZEV,92084
2012.05,Santa Clara County,5,ZEV,95051
2012.05,Santa Clara County,5,ZEV,95037
2012.05,Santa Clara County,5,ZEV,95020
2012.05,Santa Clara County,5,ZEV,94043
2012.05,Santa Clara County,5,ZEV,94303
2012.05,Santa Clara County,5,ZEV,95125
2012.05,Orange County,5,PHEV,92780
2012.05,Orange County,5,PHEV,92691
2012.05,Orange County,5,PHEV,92649
2012.05,Orange County,5,PHEV,90742
2012.05,Los Angeles County,5,PHEV,91350
2012.05,Orange County,5,PHEV,92694
2012.05,Orange County,5,PHEV,92677
2012.05,Los Angeles County,5,PHEV,91105
2012.05,Los Angeles County,5,PHEV,90049
2012.05,Los Angeles County,5,PHEV,90007
2012.05,Los Angeles County,5,PHEV,90703
2012.05,Los Angeles County,5,PHEV,91504
2012.05,Santa Clara County,5,PHEV,95054
2012.05,Contra Costa County,5,PHEV,94556
2012.05,Contra Costa County,5,PHEV,94549
2012.05,Los Angeles County,5,ZEV,90710
2012.05,Los Angeles County,5,ZEV,90048
2012.05,Sacramento County,5,ZEV,95621
2012.05,San Bernardino County,5,ZEV,92395
2012.05,Santa Clara County,5,ZEV,95051
2012.05,Santa Clara County,5,ZEV,95014
2012.05,Santa Clara County,5,ZEV,94087
2012.05,San Mateo County,5,ZEV,94070
2012.05,Alameda County,5,ZEV,94539
2012.05,Orange County,5,PHEV,92683
2012.05,Orange County,5,PHEV,90740
2012.05,Los Angeles County,5,PHEV,91801
2012.05,Los Angeles County,5,PHEV,91107
2012.05,Los Angeles County,5,PHEV,91607
2012.05,Los Angeles County,5,PHEV,90065
2012.05,Los Angeles County,5,PHEV,90027
2012.05,Riverside County,5,PHEV,92504
2012.05,San Diego County,5,PHEV,92037
2012.05,San Diego County,5,PHEV,92021
2012.05,San Diego County,5,PHEV,91941
2012.05,Sonoma County,5,PHEV,95492
2012.05,Santa Clara County,5,PHEV,95014
2012.05,Contra Costa County,5,PHEV,94556
2012.05,Fresno County,5,ZEV,93625
2012.05,Santa Cruz County,5,ZEV,95066
2012.05,Santa Clara County,5,ZEV,95119
2012.05,Contra Costa County,5,ZEV,94530
2012.05,Orange County,5,PHEV,92692
2012.05,Orange County,5,PHEV,92692
2012.05,Orange County,5,PHEV,92646
2012.05,Los Angeles County,5,PHEV,90808
2012.05,Los Angeles County,5,PHEV,90266
2012.05,Orange County,5,PHEV,92677
2012.05,Orange County,5,PHEV,92673
2012.05,Los Angeles County,5,PHEV,91324
2012.05,Orange County,5,PHEV,92801
2012.05,San Diego County,5,PHEV,92054
2012.05,Santa Cruz County,5,PHEV,95003
2012.05,San Benito County,5,PHEV,95023
2012.05,Kern County,5,PHEV,93523
2012.05,El Dorado County,5,PHEV,95762
2012.05,El Dorado County,5,PHEV,95762
2012.05,Santa Clara County,5,PHEV,95030
2012.05,Alameda County,5,PHEV,94539
2012.05,San Diego County,5,ZEV,92056
2012.05,Napa County,5,ZEV,94558
2012.05,Contra Costa County,5,ZEV,94582
2012.05,Ventura County,5,PHEV,93021
2012.05,Orange County,5,PHEV,92706
2012.05,Orange County,5,PHEV,92683
2012.05,Orange County,5,PHEV,92646
2012.05,Orange County,5,PHEV,92625
2012.05,Orange County,5,PHEV,90720
2012.05,Los Angeles County,5,PHEV,91108
2012.05,Los Angeles County,5,PHEV,90815
2012.05,Los Angeles County,5,PHEV,90503
2012.05,Orange County,5,PHEV,92675
2012.05,Los Angeles County,5,PHEV,90032
2012.05,Imperial County,5,PHEV,92283
2012.05,Sonoma County,5,PHEV,95476
2012.05,Santa Clara County,5,PHEV,95138
2012.05,Santa Clara County,5,PHEV,95124
2012.05,Santa Clara County,5,PHEV,94022
2012.05,San Mateo County,5,PHEV,94002
2012.05,San Francisco County,5,PHEV,94115
2012.05,San Francisco County,5,PHEV,94105
2012.05,Contra Costa County,5,PHEV,94806
2012.05,Contra Costa County,5,PHEV,94806
2012.05,Contra Costa County,5,PHEV,94804
2012.05,Contra Costa County,5,PHEV,94563
2012.05,Alameda County,5,PHEV,94611
2012.05,Alameda County,5,PHEV,94611
2012.05,Alameda County,5,PHEV,94566
2012.05,Alameda County,5,PHEV,94550
2012.05,Orange County,5,ZEV,92865
2012.05,Kern County,5,ZEV,93308
2012.05,Alameda County,5,ZEV,94707
2012.05,Ventura County,5,PHEV,93003
2012.05,Riverside County,5,PHEV,92504
2012.05,Orange County,5,PHEV,92646
2012.05,Los Angeles County,5,PHEV,91711
2012.05,Los Angeles County,5,PHEV,90715
2012.05,Los Angeles County,5,PHEV,90277
2012.05,Los Angeles County,5,PHEV,90274
2012.05,Los Angeles County,5,PHEV,90274
2012.05,Los Angeles County,5,PHEV,90232
2012.05,Los Angeles County,5,PHEV,90292
2012.05,Sacramento County,5,PHEV,95630
2012.05,Sacramento County,5,PHEV,95624
2012.05,Monterey County,5,PHEV,93950
2012.05,Sonoma County,5,PHEV,94928
2012.05,Santa Clara County,5,PHEV,95020
2012.05,Santa Clara County,5,PHEV,94043
2012.05,Contra Costa County,5,PHEV,94595
2012.05,Contra Costa County,5,PHEV,94582
2012.05,Alameda County,5,PHEV,94707
2012.05,Alameda County,5,PHEV,94541
2012.05,Alameda County,5,PHEV,94539
2012.05,Los Angeles County,5,ZEV,90254
2012.05,Santa Clara County,5,ZEV,95123
2012.05,Riverside County,5,PHEV,92880
2012.05,Riverside County,5,PHEV,92563
2012.05,Orange County,5,PHEV,92887
2012.05,Orange County,5,PHEV,92620
2012.05,Orange County,5,PHEV,90620
2012.05,Los Angeles County,5,PHEV,91711
2012.05,Los Angeles County,5,PHEV,91354
2012.05,Los Angeles County,5,PHEV,90278
2012.05,Los Angeles County,5,PHEV,90266
2012.05,Orange County,5,PHEV,92672
2012.05,Los Angeles County,5,PHEV,91103
2012.05,Los Angeles County,5,PHEV,91504
2012.05,Los Angeles County,5,PHEV,91325
2012.05,Los Angeles County,5,PHEV,91307
2012.05,Los Angeles County,5,PHEV,91307
2012.05,San Diego County,5,PHEV,92129
2012.05,El Dorado County,5,PHEV,95762
2012.05,Santa Clara County,5,PHEV,95124
2012.05,Santa Clara County,5,PHEV,95120
2012.05,Santa Clara County,5,PHEV,94040
2012.05,San Mateo County,5,PHEV,94020
2012.05,San Mateo County,5,PHEV,94015
2012.05,San Mateo County,5,PHEV,94010
2012.05,Contra Costa County,5,PHEV,94596
2012.05,Contra Costa County,5,PHEV,94595
2012.05,Contra Costa County,5,PHEV,94506
2012.05,Los Angeles County,5,ZEV,91351
2012.05,Los Angeles County,5,ZEV,90230
2012.05,San Diego County,5,ZEV,92128
2012.05,San Diego County,5,ZEV,92082
2012.05,Sonoma County,5,ZEV,95492
2012.05,Santa Clara County,5,ZEV,95148
2012.05,Santa Clara County,5,ZEV,95110
2012.05,Santa Clara County,5,ZEV,94040
2012.05,Santa Clara County,5,ZEV,94025
2012.05,Santa Clara County,5,ZEV,94024
2012.05,Santa Clara County,5,ZEV,94024
2012.05,Alameda County,5,ZEV,94544
2012.05,Santa Clara County,5,ZEV,94087
2012.05,Ventura County,5,PHEV,91320
2012.05,Riverside County,5,PHEV,92543
2012.05,Orange County,5,PHEV,92886
2012.05,Orange County,5,PHEV,92657
2012.05,Orange County,5,PHEV,90720
2012.05,Orange County,5,PHEV,90620
2012.05,Los Angeles County,5,PHEV,91801
2012.05,Los Angeles County,5,PHEV,91390
2012.05,Los Angeles County,5,PHEV,91381
2012.05,Los Angeles County,5,PHEV,91007
2012.05,Los Angeles County,5,PHEV,90275
2012.05,Orange County,5,PHEV,92679
2012.05,Orange County,5,PHEV,92672
2012.05,Los Angeles County,5,PHEV,91106
2012.05,Los Angeles County,5,PHEV,90210
2012.05,Los Angeles County,5,PHEV,90004
2012.05,San Diego County,5,PHEV,92037
2012.05,San Diego County,5,PHEV,92028
2012.05,Sacramento County,5,PHEV,95835
2012.05,Sacramento County,5,PHEV,95758
2012.05,Placer County,5,PHEV,95747
2012.05,Monterey County,5,PHEV,93907
2012.05,El Dorado County,5,PHEV,95762
2012.05,El Dorado County,5,PHEV,95614
2012.05,Solano County,5,PHEV,94591
2012.05,Santa Clara County,5,PHEV,95129
2012.05,Santa Clara County,5,PHEV,95070
2012.05,Santa Clara County,5,PHEV,95037
2012.05,Santa Clara County,5,PHEV,94024
2012.05,San Mateo County,5,PHEV,94403
2012.05,Contra Costa County,5,PHEV,94507
2012.05,Alameda County,5,PHEV,94611
2012.05,Alameda County,5,PHEV,94539
2012.05,Los Angeles County,5,ZEV,90250
2012.05,Orange County,5,ZEV,92801
2012.05,Santa Clara County,5,ZEV,95124
2012.05,Santa Clara County,5,ZEV,95120
2012.05,Santa Clara County,5,ZEV,94086
2012.05,Marin County,5,ZEV,94960
2012.05,Alameda County,5,ZEV,94706
2012.05,Contra Costa County,1,ZEV,94549
2012.05,San Diego County,5,ZEV,92037
2012.05,Ventura County,5,PHEV,93003
2012.05,San Bernardino County,5,PHEV,91709
2012.05,Orange County,5,PHEV,92663
2012.05,Orange County,5,PHEV,92648
2012.05,Orange County,5,PHEV,92620
2012.05,Orange County,5,PHEV,92612
2012.05,Orange County,5,PHEV,92606
2012.05,Orange County,5,PHEV,92603
2012.05,Los Angeles County,5,PHEV,91789
2012.05,Los Angeles County,5,PHEV,91733
2012.05,Los Angeles County,5,PHEV,91302
2012.05,Los Angeles County,5,PHEV,90266
2012.05,Orange County,5,PHEV,92692
2012.05,Orange County,5,PHEV,92677
2012.05,Los Angeles County,5,PHEV,91101
2012.05,San Joaquin County,5,PHEV,95207
2012.05,San Diego County,5,PHEV,92130
2012.05,San Diego County,5,PHEV,92115
2012.05,Sacramento County,5,PHEV,95630
2012.05,Monterey County,5,PHEV,93906
2012.05,Sonoma County,5,PHEV,95404
2012.05,Santa Clara County,5,PHEV,95138
2012.05,Santa Clara County,5,PHEV,95030
2012.05,Santa Clara County,5,PHEV,95008
2012.05,Santa Clara County,5,PHEV,94022
2012.05,San Mateo County,5,PHEV,94402
2012.05,San Mateo County,5,PHEV,94025
2012.05,San Mateo County,5,PHEV,94010
2012.05,Contra Costa County,5,PHEV,94506
2012.05,Alameda County,5,PHEV,94612
2012.05,Alameda County,5,PHEV,94566
2012.05,Santa Clara County,5,PHEV,94306
2012.05,Los Angeles County,5,ZEV,90266
2012.05,Orange County,5,ZEV,92692
2012.05,San Diego County,5,ZEV,92130
2012.05,Santa Clara County,5,ZEV,95008
2012.05,San Mateo County,5,ZEV,94065
2012.05,Marin County,5,ZEV,94965
2012.05,Alameda County,5,ZEV,94538
2012.05,Tulare County,1,ZEV,93291
2012.05,Los Angeles County,5,ZEV,91107
2012.05,San Bernardino County,5,PHEV,92354
2012.05,Orange County,5,PHEV,92867
2012.05,Orange County,5,PHEV,92651
2012.05,Orange County,5,PHEV,92649
2012.05,Orange County,5,PHEV,92625
2012.05,Orange County,5,PHEV,92612
2012.05,Orange County,5,PHEV,90720
2012.05,Los Angeles County,5,PHEV,91711
2012.05,Los Angeles County,5,PHEV,91011
2012.05,Los Angeles County,5,PHEV,90504
2012.05,Los Angeles County,5,PHEV,90254
2012.05,Orange County,5,PHEV,92694
2012.05,Los Angeles County,5,PHEV,90731
2012.05,Los Angeles County,5,PHEV,90049
2012.05,Los Angeles County,5,PHEV,90703
2012.05,Nevada County,5,PHEV,95945
2012.05,Santa Clara County,5,PHEV,95138
2012.05,Santa Clara County,5,PHEV,95128
2012.05,Santa Clara County,5,PHEV,95120
2012.05,Santa Clara County,5,PHEV,95014
2012.05,Santa Clara County,5,PHEV,95008
2012.05,San Mateo County,5,PHEV,94065
2012.05,San Mateo County,5,PHEV,94027
2012.05,Marin County,5,PHEV,94903
2012.05,Riverside County,5,ZEV,92587
2012.05,San Diego County,5,ZEV,92025
2012.05,Sonoma County,5,ZEV,95476
2012.05,Sonoma County,5,ZEV,95403
2012.05,Ventura County,5,PHEV,93004
2012.05,San Bernardino County,5,PHEV,91786
2012.05,Orange County,5,PHEV,92683
2012.05,Orange County,5,PHEV,92679
2012.05,Orange County,5,PHEV,92679
2012.05,Orange County,5,PHEV,92649
2012.05,Orange County,5,PHEV,92637
2012.05,Orange County,5,PHEV,92614
2012.05,Orange County,5,PHEV,92602
2012.05,Orange County,5,PHEV,90720
2012.05,Los Angeles County,5,PHEV,91724
2012.05,Los Angeles County,5,PHEV,90814
2012.05,Los Angeles County,5,PHEV,90808
2012.05,Los Angeles County,5,PHEV,90275
2012.05,Los Angeles County,5,PHEV,90275
2012.05,Los Angeles County,5,PHEV,90266
2012.05,Los Angeles County,5,PHEV,90266
2012.05,Orange County,5,PHEV,92673
2012.05,Los Angeles County,5,PHEV,91106
2012.05,Los Angeles County,5,PHEV,91105
2012.05,Los Angeles County,5,PHEV,91364
2012.05,Los Angeles County,5,PHEV,91344
2012.05,Los Angeles County,5,PHEV,90012
2012.05,San Joaquin County,5,PHEV,95237
2012.05,San Diego County,5,PHEV,92117
2012.05,San Diego County,5,PHEV,92064
2012.05,Santa Clara County,5,PHEV,95138
2012.05,Santa Clara County,5,PHEV,95136
2012.05,Santa Clara County,5,PHEV,95120
2012.05,San Mateo County,5,PHEV,94002
2012.05,San Francisco County,5,PHEV,94131
2012.05,San Francisco County,5,PHEV,94121
2012.05,Napa County,5,PHEV,94559
2012.05,Contra Costa County,5,PHEV,94583
2012.05,Contra Costa County,5,PHEV,94549
2012.05,Alameda County,5,PHEV,94706
2012.05,Alameda County,5,PHEV,94618
2012.05,Alameda County,5,PHEV,94611
2012.05,Alameda County,5,PHEV,94568
2012.05,Alameda County,5,PHEV,94566
2012.06,Los Angeles County,5,ZEV,90815
2012.06,Santa Clara County,5,ZEV,94043
2012.06,Orange County,5,PHEV,92648
2012.06,Orange County,5,PHEV,92620
2012.06,Los Angeles County,5,PHEV,91006
2012.06,Los Angeles County,5,PHEV,90503
2012.06,Los Angeles County,5,PHEV,90503
2012.06,Los Angeles County,5,PHEV,90274
2012.06,Los Angeles County,5,PHEV,90266
2012.06,Orange County,5,PHEV,92677
2012.06,Los Angeles County,5,PHEV,90291
2012.06,Los Angeles County,5,PHEV,90026
2012.06,Fresno County,5,PHEV,93720
2012.06,San Diego County,5,PHEV,92124
2012.06,San Diego County,5,PHEV,92078
2012.06,Nevada County,5,PHEV,95945
2012.06,El Dorado County,5,PHEV,95634
2012.06,Santa Clara County,5,PHEV,95135
2012.06,Santa Clara County,5,PHEV,94087
2012.06,San Francisco County,5,PHEV,94110
2012.06,Alameda County,5,PHEV,94610
2012.06,Alameda County,5,PHEV,94588
2012.06,Santa Clara County,5,PHEV,94301
2012.06,San Mateo County,1,PHEV,94404
2012.06,Sacramento County,5,ZEM,95820
2012.06,San Joaquin County,5,ZEV,95209
2012.06,San Diego County,5,ZEV,92078
2012.06,Santa Clara County,5,ZEV,95148
2012.06,Santa Clara County,5,ZEV,95121
2012.06,Yolo County,5,PHEV,95616
2012.06,Orange County,5,PHEV,92869
2012.06,Orange County,5,PHEV,92869
2012.06,Orange County,5,PHEV,92683
2012.06,Orange County,5,PHEV,92649
2012.06,Los Angeles County,5,PHEV,91302
2012.06,Los Angeles County,5,PHEV,90803
2012.06,Los Angeles County,5,PHEV,90277
2012.06,Los Angeles County,5,PHEV,90292
2012.06,Los Angeles County,5,PHEV,90272
